kol_id,influence_potential_score,rank
40b8a66a-7036-4353-8013-6ca0c80b726e,3.303518537323456,303
dc28e403-5ec9-45d1-9c3b-87a1bcca6054,3.3030459477749368,304
21abaa70-0eac-40cc-b050-37f78c2e9a67,3.3001870550562256,305
934177d3-bb5f-4120-aa07-6a4b867aa776,3.2972934722843728,306
b0f91ba2-a18e-4f10-acf4-78c47cdc7565,3.297253756829649,307
efc7deb0-b0c5-49dd-90da-4eac6544759c,3.2968249595139887,308
9b1f3531-d805-4d0a-8b38-edf9848d97ea,3.2957626232643067,309
adc84066-92a2-4aa0-81fe-f22dc4b9bad7,3.294663948380521,310
a45a10dd-dd0c-4d54-9212-6edf21e807b1,3.294541897194508,311
7496566b-3981-4cca-9e37-d90e48401760,3.2944500328029047,312
c846cf08-5b79-40e6-9ab0-e108bbed6b44,3.2939322038271426,313
515045c0-9dbe-4671-8dfc-501bd87d5427,3.290753168611722,314
2e0bc932-b336-4f91-8220-8fd79ed806a5,3.290487758380678,315
760e6b8f-6f3e-448a-b834-f98bc6e13f22,3.2903832406398887,316
19361971-43e6-4c5a-86b0-535f1416459b,3.28917986572215,317
d7d4b491-44da-4cd2-9814-7bc7d00fb1a8,3.2882325122315734,318
d49e1728-de94-4974-8bd6-f8fbaf54636a,3.2878839536264035,319
0ebaa2d5-6113-4ded-b8bd-f64a1b2eac1a,3.2874556922991522,320
ec1bf960-259c-4e4d-9fec-a6625b5e4867,3.28610239519631,321
f9ae8b6d-3c1a-4a6c-875c-c3ad9d778cb3,3.2850380702980195,322
dddf8d8b-ebd3-4df8-b87f-c530fe6c8b75,3.2846748358023214,323
71393f2f-c102-4d09-8ad0-05494028347b,3.284406168708343,324
d5fee8b0-dfd2-4492-83f2-c1245578c8e0,3.283686037595369,325
41e8548a-6755-4c2f-baae-68144d395628,3.283564813240313,326
0cc90fab-33b8-4d39-849c-f63a90328636,3.282804044518258,327
4384376a-8916-45c7-a8a7-fa95266812e1,3.281151000490794,328
75ff3e9e-ff95-4c2d-ad21-46532796f40e,3.2794522255966836,329
027a167a-1b05-4025-b8c0-7964ff9aee26,3.2794086309865187,330
5d58eac1-b738-4427-ad2e-c57fed717991,3.2793158907607975,331
741e4144-5e10-45a0-93e4-8ab8ad19aec3,3.2791849171616088,332
